cur_datetime,canTemp_K,canHum_Ratio,canPres_Pa,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],GasTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:00:00,295.507,0.011,99546.833,7.829,916060.039,0.000,2624537.505,29339.856,300.000,300.000,300.000,291.250,99200.000,293.818,99385.475,
2004-06-01 00:05:00,292.342,0.011,99549.466,0.051,0.000,0.000,2413257.665,29339.856,299.821,299.821,298.677,291.258,99200.000,291.734,99386.396,
2004-06-01 00:10:00,291.871,0.011,99549.681,0.051,0.000,0.000,2413257.665,29339.856,299.461,299.461,297.127,291.267,99200.000,291.583,99386.438,
2004-06-01 00:15:00,291.987,0.011,99549.639,0.051,0.000,0.000,2413257.665,29339.856,298.957,298.957,295.492,291.275,99200.000,291.607,99386.431,
2004-06-01 00:20:00,292.097,0.011,99549.588,0.051,0.000,0.000,2413257.665,29339.856,298.519,298.519,294.263,291.283,99200.000,291.642,99386.420,
2004-06-01 00:25:00,292.114,0.011,99549.574,0.051,0.000,0.000,2413257.665,29339.856,298.191,298.191,293.356,291.292,99200.000,291.655,99386.415,
2004-06-01 00:30:00,292.069,0.011,99549.587,0.051,0.000,0.000,2413257.665,29339.856,297.935,297.935,292.673,291.300,99200.000,291.650,99386.414,
2004-06-01 00:35:00,292.023,0.011,99549.604,0.051,0.000,0.000,2413257.665,29339.856,297.726,297.726,292.156,291.308,99200.000,291.639,99386.416,
2004-06-01 00:40:00,291.997,0.011,99549.612,0.051,0.000,0.000,2413257.665,29339.856,297.546,297.546,291.760,291.317,99200.000,291.634,99386.415,
2004-06-01 00:45:00,291.985,0.012,99549.615,0.051,0.000,0.000,2413257.665,29339.856,297.392,297.392,291.453,291.325,99200.000,291.633,99386.414,
2004-06-01 00:50:00,291.981,0.012,99549.612,0.051,0.000,0.000,2413257.665,29339.856,297.255,297.255,291.213,291.333,99200.000,291.636,99386.412,
2004-06-01 00:55:00,291.975,0.012,99549.611,0.051,0.000,0.000,2413257.665,29339.856,297.136,297.136,291.024,291.342,99200.000,291.637,99386.410,
2004-06-01 01:00:00,291.971,0.012,99549.609,0.051,0.000,0.000,2413257.665,29339.856,297.028,297.028,290.873,291.350,99200.000,291.640,99386.407,
2004-06-01 01:05:00,291.961,0.012,99549.613,0.051,0.000,0.000,2413257.665,29339.856,296.931,296.931,290.754,291.350,99200.000,291.637,99386.408,
2004-06-01 01:10:00,291.953,0.012,99549.617,0.051,0.000,0.000,2413257.665,29339.856,296.841,296.841,290.656,291.350,99200.000,291.635,99386.409,
2004-06-01 01:15:00,291.942,0.012,99549.623,0.051,0.000,0.000,2413257.665,29339.856,296.758,296.758,290.575,291.350,99200.000,291.631,99386.411,
2004-06-01 01:20:00,291.936,0.011,99549.626,0.051,0.000,0.000,2413257.665,29339.856,296.680,296.680,290.508,291.350,99200.000,291.629,99386.412,
2004-06-01 01:25:00,291.928,0.011,99549.630,0.051,0.000,0.000,2413257.665,29339.856,296.607,296.607,290.451,291.350,99200.000,291.626,99386.413,
