cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,
2004-06-01 00:00:00,295.530,0.000,288.034,288.163,282.999,291.250,99200.000,
2004-06-01 00:05:00,292.208,0.000,288.194,288.314,282.650,291.258,99200.000,
2004-06-01 00:10:00,291.721,0.000,288.446,288.557,282.866,291.267,99200.000,
2004-06-01 00:15:00,291.734,0.000,288.745,288.849,282.978,291.275,99200.000,
2004-06-01 00:20:00,291.965,0.000,289.087,289.183,283.159,291.283,99200.000,
2004-06-01 00:25:00,292.029,0.000,289.380,289.469,283.634,291.292,99200.000,
2004-06-01 00:30:00,291.993,0.000,289.622,289.703,284.229,291.300,99200.000,
2004-06-01 00:35:00,291.853,0.000,289.804,289.878,284.965,291.308,99200.000,
2004-06-01 00:40:00,291.785,0.000,289.976,290.043,285.601,291.317,99200.000,
2004-06-01 00:45:00,291.721,0.000,290.140,290.193,286.229,291.325,99200.000,
2004-06-01 00:50:00,291.725,0.000,290.309,290.356,286.804,291.333,99200.000,
2004-06-01 00:55:00,291.719,0.000,290.475,290.517,287.329,291.342,99200.000,
2004-06-01 01:00:00,291.748,0.000,290.592,290.630,287.731,291.350,99200.000,
2004-06-01 01:05:00,291.752,0.000,290.680,290.715,288.054,291.350,99200.000,
2004-06-01 01:10:00,291.773,0.000,290.757,290.789,288.378,291.350,99200.000,
2004-06-01 01:15:00,291.774,0.000,290.818,290.848,288.619,291.350,99200.000,
2004-06-01 01:20:00,291.788,0.000,290.873,290.901,288.856,291.350,99200.000,
2004-06-01 01:25:00,291.787,0.000,290.918,290.944,289.035,291.350,99200.000,
2004-06-01 01:30:00,291.798,0.000,290.959,290.985,289.212,291.350,99200.000,
2004-06-01 01:35:00,291.795,0.000,290.994,291.018,289.347,291.350,99200.000,
2004-06-01 01:40:00,291.803,0.000,291.027,291.049,289.481,291.350,99200.000,
2004-06-01 01:45:00,291.799,0.000,291.054,291.076,289.584,291.350,99200.000,
2004-06-01 01:50:00,291.804,0.000,291.081,291.101,289.687,291.350,99200.000,
2004-06-01 01:55:00,291.800,0.000,291.102,291.122,289.766,291.350,99200.000,
2004-06-01 02:00:00,291.804,0.000,291.123,291.141,289.842,291.350,99200.000,
2004-06-01 02:05:00,291.690,0.000,291.105,291.123,289.875,291.358,99208.333,
2004-06-01 02:10:00,291.635,0.000,291.089,291.106,289.886,291.367,99216.667,
2004-06-01 02:15:00,291.647,0.000,291.091,291.107,289.768,291.375,99225.000,
2004-06-01 02:20:00,291.688,0.000,291.107,291.122,289.749,291.383,99233.333,
2004-06-01 02:25:00,291.701,0.000,291.120,291.135,289.728,291.392,99241.667,
2004-06-01 02:30:00,291.711,0.000,291.133,291.147,289.724,291.400,99250.000,
2004-06-01 02:35:00,291.703,0.000,291.141,291.154,289.727,291.408,99258.333,
2004-06-01 02:40:00,291.705,0.000,291.149,291.162,289.726,291.417,99266.667,
2004-06-01 02:45:00,291.703,0.000,291.156,291.169,289.724,291.425,99275.000,
2004-06-01 02:50:00,291.709,0.000,291.165,291.177,289.725,291.433,99283.333,
2004-06-01 02:55:00,291.710,0.000,291.173,291.184,289.727,291.442,99291.667,
2004-06-01 03:00:00,291.716,0.000,291.183,291.194,289.735,291.450,99300.000,
2004-06-01 03:05:00,291.687,0.000,291.184,291.194,289.742,291.408,99308.333,
2004-06-01 03:10:00,291.649,0.000,291.178,291.188,289.744,291.367,99316.667,
2004-06-01 03:15:00,291.606,0.000,291.168,291.177,289.745,291.325,99325.000,
2004-06-01 03:20:00,291.566,0.000,291.155,291.164,289.745,291.283,99333.333,
2004-06-01 03:25:00,291.524,0.000,291.140,291.148,289.743,291.242,99341.667,
2004-06-01 03:30:00,291.485,0.000,291.124,291.132,289.742,291.200,99350.000,
2004-06-01 03:35:00,291.443,0.000,291.106,291.114,289.740,291.158,99358.333,
2004-06-01 03:40:00,291.403,0.000,291.087,291.095,289.738,291.117,99366.667,
2004-06-01 03:45:00,291.360,0.000,291.068,291.075,289.736,291.075,99375.000,
2004-06-01 03:50:00,291.320,0.000,291.048,291.055,289.733,291.033,99383.333,
2004-06-01 03:55:00,291.278,0.000,291.027,291.034,289.730,290.992,99391.667,
2004-06-01 04:00:00,291.238,0.000,290.999,291.006,289.713,290.950,99400.000,
2004-06-01 04:05:00,291.126,0.000,290.948,290.954,289.682,290.808,99400.000,
2004-06-01 04:10:00,290.986,0.000,290.877,290.883,289.667,290.667,99400.000,
2004-06-01 04:15:00,290.828,0.000,290.791,290.797,289.645,290.525,99400.000,
2004-06-01 04:20:00,290.674,0.000,290.845,290.940,289.836,290.383,99400.000,
2004-06-01 04:25:00,290.526,0.000,290.823,290.917,289.876,290.242,99400.000,
2004-06-01 04:30:00,290.379,0.000,290.812,290.923,289.950,290.100,99400.000,
2004-06-01 04:35:00,290.267,0.000,290.814,290.940,290.042,289.958,99400.000,
2004-06-01 04:40:00,290.009,0.000,290.777,290.914,290.035,289.817,99400.000,
2004-06-01 04:45:00,289.987,0.000,290.798,290.943,290.093,289.675,99400.000,
2004-06-01 04:50:00,289.796,0.000,290.788,290.938,290.090,289.533,99400.000,
2004-06-01 04:55:00,289.786,0.000,290.825,290.972,290.124,289.392,99400.000,
2004-06-01 05:00:00,289.561,106.432,290.797,290.935,290.067,289.250,99400.000,
2004-06-01 05:05:00,289.860,92.001,290.908,291.034,290.199,289.208,99408.333,
2004-06-01 05:10:00,289.640,87.420,290.909,291.021,290.132,289.167,99416.667,
2004-06-01 05:15:00,289.676,43.807,290.956,291.055,290.184,289.125,99425.000,
2004-06-01 05:20:00,289.468,41.678,290.938,291.021,290.141,289.083,99433.333,
2004-06-01 05:25:00,289.522,41.943,290.979,291.049,290.179,289.042,99441.667,
2004-06-01 05:30:00,289.358,40.182,290.990,291.049,290.154,289.000,99450.000,
2004-06-01 05:35:00,289.388,39.963,291.055,291.105,290.210,288.958,99458.333,
2004-06-01 05:40:00,289.250,38.583,291.081,291.121,290.203,288.917,99466.667,
2004-06-01 05:45:00,289.296,38.607,291.159,291.188,290.273,288.875,99475.000,
2004-06-01 05:50:00,289.165,37.324,291.192,291.209,290.268,288.833,99483.333,
2004-06-01 05:55:00,289.199,37.265,291.269,291.272,290.333,288.792,99491.667,
2004-06-01 06:00:00,289.071,72.064,291.320,291.310,290.345,288.750,99500.000,
2004-06-01 06:05:00,289.223,37.128,291.462,291.444,290.480,288.842,99508.333,
2004-06-01 06:10:00,289.064,35.651,291.527,291.496,290.498,288.933,99516.667,
2004-06-01 06:15:00,289.148,36.178,291.657,291.615,290.638,289.025,99525.000,
2004-06-01 06:20:00,289.098,35.587,291.760,291.704,290.724,289.117,99533.333,
2004-06-01 06:25:00,289.210,36.313,291.913,291.847,290.890,289.208,99541.667,
2004-06-01 06:30:00,289.160,35.704,292.138,292.130,291.186,289.300,99550.000,
2004-06-01 06:35:00,289.289,36.529,292.466,292.598,291.607,289.392,99558.333,
2004-06-01 06:40:00,289.277,36.203,292.775,292.997,291.986,289.483,99566.667,
2004-06-01 06:45:00,289.428,37.159,293.147,293.439,292.507,289.575,99575.000,
2004-06-01 06:50:00,289.429,36.908,293.490,293.826,292.980,289.667,99583.333,
2004-06-01 06:55:00,289.588,37.867,293.886,294.246,293.573,289.758,99591.667,
2004-06-01 07:00:00,289.599,75.330,294.281,294.705,294.097,289.850,99600.000,
2004-06-01 07:05:00,289.961,41.780,294.776,295.209,294.807,290.033,99600.000,
2004-06-01 07:10:00,290.052,42.723,295.213,295.618,295.356,290.217,99600.000,
2004-06-01 07:15:00,290.332,44.727,295.708,296.059,296.005,290.400,99600.000,
2004-06-01 07:20:00,290.495,45.775,296.183,296.450,296.599,290.583,99600.000,
2004-06-01 07:25:00,290.764,47.532,296.693,296.852,297.248,290.767,99600.000,
2004-06-01 07:30:00,290.925,48.486,297.013,297.043,297.786,290.950,99600.000,
2004-06-01 07:35:00,291.189,50.105,297.370,297.231,298.380,291.133,99600.000,
2004-06-01 07:40:00,291.343,50.932,297.758,297.404,298.936,291.317,99600.000,
2004-06-01 07:45:00,291.606,52.450,298.218,297.603,299.545,291.500,99600.000,
2004-06-01 07:50:00,291.759,53.204,298.755,297.789,300.117,291.683,99600.000,
2004-06-01 07:55:00,292.026,54.411,299.337,297.988,300.757,291.867,99600.000,
2004-06-01 08:00:00,292.181,53.595,299.905,298.118,301.369,292.050,99600.000,
2004-06-01 08:05:00,292.422,55.366,300.527,298.256,302.043,292.142,99600.000,
2004-06-01 08:10:00,292.451,56.500,301.210,298.373,302.740,292.233,99600.000,
2004-06-01 08:15:00,292.694,59.099,301.918,298.490,303.585,292.325,99600.000,
2004-06-01 08:20:00,292.781,60.772,302.609,298.552,304.384,292.417,99600.000,
2004-06-01 08:25:00,293.069,64.028,303.387,298.668,305.331,292.508,99600.000,
2004-06-01 08:30:00,293.153,65.804,304.087,298.777,305.958,292.600,99600.000,
2004-06-01 08:35:00,293.413,68.526,304.828,298.948,306.675,292.692,99600.000,
2004-06-01 08:40:00,293.467,69.925,305.505,299.067,307.315,292.783,99600.000,
2004-06-01 08:45:00,293.728,72.549,306.233,299.248,308.013,292.875,99600.000,
2004-06-01 08:50:00,293.779,73.837,306.938,299.493,308.629,292.967,99600.000,
2004-06-01 08:55:00,294.039,76.390,307.662,299.717,309.324,293.058,99600.000,
2004-06-01 09:00:00,294.079,77.522,308.376,299.913,309.966,293.150,99600.000,
2004-06-01 09:05:00,294.383,79.079,309.183,300.194,310.723,293.242,99600.000,
2004-06-01 09:10:00,294.590,79.070,309.984,300.470,311.217,293.333,99600.000,
2004-06-01 09:15:00,294.908,79.208,310.831,300.790,311.712,293.425,99600.000,
2004-06-01 09:20:00,295.012,77.955,311.619,301.053,312.078,293.517,99600.000,
