cur_datetime,canTemp,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.055,0.051,0.000,0.000,2413257.665,299.846,299.846,298.677,291.258,99200.000,291.916,99386.345,
2004-06-01 00:10:00,292.106,0.051,0.000,0.000,2413257.665,299.508,299.508,289.518,291.267,99200.000,291.611,99386.430,
2004-06-01 00:15:00,292.257,0.051,0.000,0.000,2413257.665,298.986,298.986,289.739,291.275,99200.000,291.642,99386.421,
2004-06-01 00:20:00,292.045,0.051,0.000,0.000,2413257.665,298.553,298.553,289.810,291.283,99200.000,291.621,99386.425,
2004-06-01 00:25:00,292.382,0.051,0.000,0.000,2413257.665,298.193,298.193,289.917,291.292,99200.000,291.686,99386.406,
2004-06-01 00:30:00,291.992,0.051,0.000,0.000,2413257.665,297.929,297.929,289.981,291.300,99200.000,291.626,99386.421,
2004-06-01 00:35:00,292.315,0.051,0.000,0.000,2413257.665,297.698,297.698,290.150,291.308,99200.000,291.681,99386.404,
2004-06-01 00:40:00,291.898,0.051,0.000,0.000,2413257.665,297.520,297.520,290.110,291.317,99200.000,291.612,99386.421,
2004-06-01 00:45:00,292.295,0.051,0.000,0.000,2413257.665,297.345,297.345,290.234,291.325,99200.000,291.682,99386.401,
2004-06-01 00:50:00,291.844,0.051,0.000,0.000,2413257.665,297.215,297.215,290.144,291.333,99200.000,291.608,99386.419,
2004-06-01 00:55:00,292.307,0.051,0.000,0.000,2413257.665,297.073,297.073,290.281,291.342,99200.000,291.691,99386.395,
2004-06-01 01:00:00,292.014,0.051,0.000,0.000,2413257.665,296.975,296.975,290.184,291.350,99200.000,291.653,99386.403,
2004-06-01 01:05:00,292.551,0.051,0.000,0.000,2413257.665,296.855,296.855,290.316,291.350,99200.000,291.739,99386.381,
